course_id,course_title,subject,level,num_subscribers,num_reviews,price,content_duration,combined_features
472526,php for beginners,web development,beginner level,2626,95,40,6.0,php for beginners web development beginner level
241590,make a professional website 30 day guarantee. discounted,web development,all levels,11167,34,20,2.0,make a professional website 30 day guarantee. discounted web development all levels
1182108,symfony 3 build a php application with symfony,web development,all levels,466,11,20,2.0,symfony 3 build a php application with symfony web development all levels
1156648,learn asp.net web api 2 for absolute beginner,web development,all levels,1355,14,30,3.5,learn asp.net web api 2 for absolute beginner web development all levels
642696,build a website in 30 minutes,web development,beginner level,5065,40,95,0.5333333333333333,build a website in 30 minutes web development beginner level
1121696,google blogger how to create a blog,web development,beginner level,1763,17,20,2.0,google blogger how to create a blog web development beginner level
389240,how to make a website without coding wordpress web skills,web development,all levels,6413,107,30,9.0,how to make a website without coding wordpress web skills web development all levels
297044,learn wcf and web apis from scratch,web development,intermediate level,5398,358,50,10.5,learn wcf and web apis from scratch web development intermediate level
462668,how to build a website from scratch + blogging blueprint,web development,all levels,7017,37,20,3.5,how to build a website from scratch + blogging blueprint web development all levels
565282,learn to create different website layouts media queries,web development,all levels,6510,45,195,2.0,learn to create different website layouts media queries web development all levels
1011550,build sign up and login forms with bootstrap modal,web development,all levels,1898,19,20,4.0,build sign up and login forms with bootstrap modal web development all levels
409618,build a real time web app in node.js angular.js mongodb,web development,all levels,3299,166,20,4.0,build a real time web app in node.js angular.js mongodb web development all levels
1226008,superb jquery course become certified jquery developer,web development,all levels,817,6,95,1.5,superb jquery course become certified jquery developer web development all levels
1211960,how to build a facebook messenger chat bot from scratch,web development,beginner level,1798,20,120,1.5,how to build a facebook messenger chat bot from scratch web development beginner level
1169848,build your own calculator app with javascript html5 css,web development,all levels,3688,49,50,1.0,build your own calculator app with javascript html5 css web development all levels
896858,the complete wordpress development customization course,web development,expert level,1611,165,100,12.5,the complete wordpress development customization course web development expert level
696016,html css easy steps to create a web template from scratch,web development,beginner level,11574,78,200,1.0,html css easy steps to create a web template from scratch web development beginner level
993148,learn jquery ajax in 1 hour,web development,intermediate level,2547,62,195,1.0,learn jquery ajax in 1 hour web development intermediate level
1145206,develop competitive plugins for wordpress and woocommerce,web development,all levels,2063,18,150,1.0,develop competitive plugins for wordpress and woocommerce web development all levels
534376,get results core principles of web development tricks tips,web development,all levels,22355,54,75,1.5,get results core principles of web development tricks tips web development all levels
570416,json faster sleeker easier discover the benefits learn it,web development,all levels,8577,69,200,1.5,json faster sleeker easier discover the benefits learn it web development all levels
1017116,get to know html learn html basics,web development,beginner level,10674,102,200,2.0,get to know html learn html basics web development beginner level
1243474,ultimate css jquery form designing from beginner to expert,web development,all levels,783,5,115,1.0,ultimate css jquery form designing from beginner to expert web development all levels
732556,php complete registration and login with email verification,web development,all levels,12781,145,20,2.5,php complete registration and login with email verification web development all levels
426196,javascript from beginner to expert,web development,all levels,5484,439,125,12.5,javascript from beginner to expert web development all levels
747552,build a website html5 css3 beginner course,web development,beginner level,7884,44,150,2.0,build a website html5 css3 beginner course web development beginner level
556922,learn ruby on rails stripe payment processing,web development,all levels,15724,33,40,1.5,learn ruby on rails stripe payment processing web development all levels
1147064,wordpress for beginners no coding required,web development,all levels,3106,31,20,1.0,wordpress for beginners no coding required web development all levels
651780,jquery for beginners a basic introduction,web development,beginner level,6293,165,65,1.0,jquery for beginners a basic introduction web development beginner level
944906,wordpress plugins and widgets,web development,beginner level,8711,29,40,1.0,wordpress plugins and widgets web development beginner level
674646,php essential how to create build amazing websites with php,web development,beginner level,8067,30,75,3.5,php essential how to create build amazing websites with php web development beginner level
673420,html css javascript most popular ways to code html css js,web development,all levels,9332,172,170,3.5,html css javascript most popular ways to code html css js web development all levels
584758,bootstrap 3 beginners create a professional landing page,web development,beginner level,3271,278,20,2.5,bootstrap 3 beginners create a professional landing page web development beginner level
1189280,introduction to node.js for beginners,web development,beginner level,1367,17,125,6.0,introduction to node.js for beginners web development beginner level
543090,introduction to coding with ruby,web development,beginner level,5077,126,45,3.5,introduction to coding with ruby web development beginner level
611308,complete php and mysql course from beginner to professional,web development,all levels,6508,137,200,6.5,complete php and mysql course from beginner to professional web development all levels
959604,angular js essentials,web development,beginner level,4687,99,195,4.0,angular js essentials web development beginner level
540724,how to setup web hosting,web development,beginner level,11758,242,0,1.0,how to setup web hosting web development beginner level
1089652,web application development using redis express and socket,web development,beginner level,300,16,200,6.0,web application development using redis express and socket web development beginner level
1049344,how to start a wordpress blog complete beginners guide,web development,beginner level,3784,85,0,2.0,how to start a wordpress blog complete beginners guide web development beginner level
786494,css3 gradients for web designers,web development,all levels,1209,9,20,1.5,css3 gradients for web designers web development all levels
611518,learn asp net mvc 5 step by step,web development,intermediate level,1428,91,20,3.0,learn asp net mvc 5 step by step web development intermediate level
956888,tumult hype pro basics html5 animations made easier,web development,beginner level,716,32,50,4.0,tumult hype pro basics html5 animations made easier web development beginner level
188828,web hosting set up and wordpress installation for beginners,web development,beginner level,12563,239,0,0.5666666666666667,web hosting set up and wordpress installation for beginners web development beginner level
382258,ruby on rails 4 a test driven approach,web development,beginner level,1518,55,100,19.0,ruby on rails 4 a test driven approach web development beginner level
955138,ajax basics for beginners,web development,all levels,1241,23,35,0.5666666666666667,ajax basics for beginners web development all levels
1085064,let s javascript code a calculator,web development,beginner level,380,10,35,2.0,let s javascript code a calculator web development beginner level
1038786,javascript from beginner to advanced,web development,all levels,395,18,195,17.0,javascript from beginner to advanced web development all levels
512000,wordpress theme academy with bootstrap,web development,intermediate level,1169,110,20,7.5,wordpress theme academy with bootstrap web development intermediate level
1148412,building a ecommerce startup in 4 hours livestream,web development,beginner level,1114,8,50,3.0,building a ecommerce startup in 4 hours livestream web development beginner level
1254172,responsive php registration form from scratch,web development,all levels,5738,9,95,4.0,responsive php registration form from scratch web development all levels
1105778,a frame webvr programming tutorial series virtual reality,web development,beginner level,6648,16,40,1.5,a frame webvr programming tutorial series virtual reality web development beginner level
1240522,learn bootstrap and make responsive websites,web development,all levels,1605,10,25,3.5,learn bootstrap and make responsive websites web development all levels
903526,html web development crash course,web development,beginner level,4848,33,20,1.5,html web development crash course web development beginner level
53256,bootstrap basics program responsive websites,web development,all levels,4743,393,75,3.0,bootstrap basics program responsive websites web development all levels
1030440,projects with json and apis,web development,all levels,1520,34,20,2.0,projects with json and apis web development all levels
947498,web design html css how to create a website from scratch,web development,beginner level,3601,28,50,2.0,web design html css how to create a website from scratch web development beginner level
761768,create complete sign up system using php jquery and ajax,web development,all levels,4033,40,200,3.0,create complete sign up system using php jquery and ajax web development all levels
173134,adobe flash for beginners build flash website from scratch,web development,all levels,17071,17,200,1.5,adobe flash for beginners build flash website from scratch web development all levels
881210,learn complete wordpress for building a professional sites,web development,all levels,13708,92,80,9.0,learn complete wordpress for building a professional sites web development all levels
1140232,devtools 2017 beginner to expert w chrome developer tools,web development,all levels,430,54,125,2.5,devtools 2017 beginner to expert w chrome developer tools web development all levels
767656,bootstrap essential training create your very own website,web development,all levels,2643,34,20,9.0,bootstrap essential training create your very own website web development all levels
671960,angular 2 jump start with typescript,web development,all levels,1731,90,20,4.0,angular 2 jump start with typescript web development all levels
686764,learn plugin development in wordpress by building projects,web development,all levels,1313,121,60,11.0,learn plugin development in wordpress by building projects web development all levels
862478,build your startup with no coding design develop ship,web development,all levels,775,245,30,8.0,build your startup with no coding design develop ship web development all levels
834600,the web developers guide learn html css fundamentals,web development,all levels,2243,27,20,7.0,the web developers guide learn html css fundamentals web development all levels
690788,learn php programming for absolute beginners lite,web development,all levels,2749,62,20,0.6833333333333333,learn php programming for absolute beginners lite web development all levels
854756,learn drupal 8 with a live project,web development,all levels,2012,15,55,3.5,learn drupal 8 with a live project web development all levels
1023668,supreme nodejs course for beginners,web development,all levels,1080,37,200,3.5,supreme nodejs course for beginners web development all levels
482404,css3 for beginners,web development,beginner level,3831,15,195,1.5,css3 for beginners web development beginner level
624578,javascript for beginners,web development,beginner level,2071,57,75,1.5,javascript for beginners web development beginner level
753940,become a bootstrap expert build 20 layouts,web development,all levels,2755,57,35,17.5,become a bootstrap expert build 20 layouts web development all levels
862428,php learn to upload files to amazon s3 and use cloudfront,web development,all levels,1216,36,50,3.0,php learn to upload files to amazon s3 and use cloudfront web development all levels
739770,php mysql learn php mysql with project,web development,all levels,2314,77,20,2.0,php mysql learn php mysql with project web development all levels
599532,how to set up a self hosted wordpress website in 30 minutes,web development,beginner level,8770,261,0,0.5333333333333333,how to set up a self hosted wordpress website in 30 minutes web development beginner level
270808,projects in django and python,web development,all levels,1764,53,60,6.5,projects in django and python web development all levels
106156,create update and manage your own website using drupal 7,web development,all levels,2837,68,120,7.0,create update and manage your own website using drupal 7 web development all levels
589342,learn html the programming language to build a webpage,web development,beginner level,1655,39,25,1.0,learn html the programming language to build a webpage web development beginner level
37684,learn to program javascript in ten easy steps,web development,beginner level,2721,96,75,5.5,learn to program javascript in ten easy steps web development beginner level
964118,bootstrap basics for beginners,web development,all levels,1152,20,40,1.0,bootstrap basics for beginners web development all levels
212374,introduction to css development,web development,beginner level,15493,415,0,2.0,introduction to css development web development beginner level
970252,php basics for beginners,web development,all levels,1562,4,45,1.5,php basics for beginners web development all levels
465870,beginning oracle weblogic for administrators,web development,beginner level,9786,989,0,0.7,beginning oracle weblogic for administrators web development beginner level
442504,build an html5 and css3 website in 35 minutes,web development,beginner level,1904,25,20,0.7,build an html5 and css3 website in 35 minutes web development beginner level
1121650,angular 2 routing up and running,web development,intermediate level,3357,84,0,0.6166666666666667,angular 2 routing up and running web development intermediate level
737758,advanced prezi make amazing presentations,web development,all levels,2200,25,30,1.0,advanced prezi make amazing presentations web development all levels
72262,1 hour jquery,web development,beginner level,5456,133,100,1.0,1 hour jquery web development beginner level
443746,the wpfaster wordpress speed optimization master course,web development,all levels,2134,215,175,7.0,the wpfaster wordpress speed optimization master course web development all levels
416282,how to build your own website with wordpress a step by step guide,web development,all levels,4675,15,95,6.0,how to build your own website with wordpress a step by step guide web development all levels
645714,build apps with reactjs the complete course,web development,all levels,1433,145,40,5.5,build apps with reactjs the complete course web development all levels
929260,learn sass from beginner to expert,web development,beginner level,1734,9,20,1.0,learn sass from beginner to expert web development beginner level
683394,the complete html5 course,web development,beginner level,3461,11,20,1.5,the complete html5 course web development beginner level
311916,create a responsive website with bootstrap 3,web development,intermediate level,4076,39,50,3.0,create a responsive website with bootstrap 3 web development intermediate level
1009166,lerning php by building website,web development,all levels,567,63,185,8.0,lerning php by building website web development all levels
947116,learn php object oriented features with simple examples,web development,all levels,1723,28,20,1.0,learn php object oriented features with simple examples web development all levels
835712,crash course learn to create a php mvc framework,web development,all levels,1282,117,50,1.0,crash course learn to create a php mvc framework web development all levels
954036,json basics for beginners,web development,all levels,2052,18,45,0.55,json basics for beginners web development all levels
745120,csscasts css libraries plugins tips tricks for developers,web development,all levels,1874,40,200,44.5,csscasts css libraries plugins tips tricks for developers web development all levels
797040,complete guide to front end web development and design,web development,beginner level,1119,111,200,16.5,complete guide to front end web development and design web development beginner level
795278,build ajax web apps with laravel 5.2 bootstrap and jquery,web development,all levels,1023,131,100,5.0,build ajax web apps with laravel 5.2 bootstrap and jquery web development all levels
8324,javascript for beginners,web development,all levels,3697,195,20,3.0,javascript for beginners web development all levels
756914,mongoosejs essentials learn mongodb for node.js,web development,beginner level,21682,1106,0,0.7333333333333333,mongoosejs essentials learn mongodb for node.js web development beginner level
405840,regular expressions for beginners universal,web development,all levels,1975,141,100,3.0,regular expressions for beginners universal web development all levels
899534,learn redis from scratch,web development,intermediate level,553,84,40,3.0,learn redis from scratch web development intermediate level
570848,wordpress plugin development deep dive discovery,web development,all levels,2650,19,40,2.0,wordpress plugin development deep dive discovery web development all levels
714678,learn ajax and jquery with php,web development,beginner level,2964,8,20,1.5,learn ajax and jquery with php web development beginner level
791610,create a business website with wordpress,web development,all levels,1624,31,50,4.0,create a business website with wordpress web development all levels
631472,desktopserver install wordpress locally work anywhere,web development,beginner level,1640,22,65,2.0,desktopserver install wordpress locally work anywhere web development beginner level
856530,understand php arrays and http request in a better way,web development,all levels,1627,38,35,0.5833333333333334,understand php arrays and http request in a better way web development all levels
530092,mastering css,web development,expert level,1815,249,95,5.0,mastering css web development expert level
1211160,the complete wordpress theme development guide,web development,beginner level,1011,2,25,2.0,the complete wordpress theme development guide web development beginner level
977470,the complete hmtl5 course go from beginner to advanced,web development,all levels,2430,15,95,2.0,the complete hmtl5 course go from beginner to advanced web development all levels
504316,learn jquery from scratch 2 hour training,web development,beginner level,5318,56,20,1.5,learn jquery from scratch 2 hour training web development beginner level
389018,how to create a wordpress website from scratch no coding,web development,all levels,7018,28,20,3.0,how to create a wordpress website from scratch no coding web development all levels
937206,learn php codeigniter framework with ajax and bootstrap,web development,all levels,1634,52,75,2.5,learn php codeigniter framework with ajax and bootstrap web development all levels
739090,the complete guide to javascript development,web development,all levels,3590,36,110,14.0,the complete guide to javascript development web development all levels
720144,basic html css and web design,web development,beginner level,4030,92,30,9.0,basic html css and web design web development beginner level
365816,build professional wordpress website,web development,all levels,4020,95,145,3.5,build professional wordpress website web development all levels
977474,ultimate css3 course from beginners to professional,web development,all levels,2635,25,95,2.0,ultimate css3 course from beginners to professional web development all levels
481696,code grow rich earn more as an entrepreneur or developer,web development,all levels,7211,52,200,57.0,code grow rich earn more as an entrepreneur or developer web development all levels
978850,learn by example reactjs,web development,beginner level,1496,37,50,7.5,learn by example reactjs web development beginner level
825354,react.js quickly developing scalable web user interfaces,web development,intermediate level,4447,76,50,4.0,react.js quickly developing scalable web user interfaces web development intermediate level
822670,javascript tricks and workarounds,web development,all levels,1410,134,100,5.0,javascript tricks and workarounds web development all levels
65492,kids coding beginner html,web development,beginner level,6628,53,20,1.0,kids coding beginner html web development beginner level
1051672,learn php from scratch,web development,beginner level,1908,12,25,1.5,learn php from scratch web development beginner level
688968,php with pdo ultimate crash course,web development,all levels,1248,171,50,1.5,php with pdo ultimate crash course web development all levels
495484,javascript for beginners with live examples,web development,beginner level,4587,46,195,4.0,javascript for beginners with live examples web development beginner level
398456,bootstrap 3 introduction create responsive websites fast,web development,all levels,2351,302,50,2.5,bootstrap 3 introduction create responsive websites fast web development all levels
615084,laravel 5.2 php framework jump start for beginners,web development,beginner level,3898,95,20,3.0,laravel 5.2 php framework jump start for beginners web development beginner level
492818,professional wordpress theme development for 2017,web development,all levels,3185,102,20,8.0,professional wordpress theme development for 2017 web development all levels
1055322,learn laravel php framework building multi user seo blog app,web development,all levels,557,92,100,9.5,learn laravel php framework building multi user seo blog app web development all levels
1112604,javascript specialist,web development,beginner level,408,39,200,8.0,javascript specialist web development beginner level
424864,write php like a pro build a php mvc framework from scratch,web development,all levels,1703,435,70,3.0,write php like a pro build a php mvc framework from scratch web development all levels
516062,javascript intro to learning javascript web programming,web development,beginner level,17554,94,20,1.5,javascript intro to learning javascript web programming web development beginner level
92760,crash course fundamentals of html css from scratch.,web development,beginner level,7368,216,20,2.0,crash course fundamentals of html css from scratch. web development beginner level
1064104,laravel the complete guide with real world projects,web development,all levels,676,119,200,14.0,laravel the complete guide with real world projects web development all levels
900434,vuejs v1 introduction to vuejs javascript framework,web development,beginner level,3632,28,200,2.0,vuejs v1 introduction to vuejs javascript framework web development beginner level
609992,html css essential steps to learn html css,web development,beginner level,10576,154,145,2.5,html css essential steps to learn html css web development beginner level
77642,learn html 5 in 1 hour,web development,beginner level,11643,169,100,1.0,learn html 5 in 1 hour web development beginner level
269006,learn html5 css3 from scratch,web development,all levels,13960,239,20,2.5,learn html5 css3 from scratch web development all levels
151956,responsive web design made easy,web development,all levels,5085,106,195,6.5,responsive web design made easy web development all levels
908996,parse server from front end to full stack,web development,intermediate level,1130,162,200,6.0,parse server from front end to full stack web development intermediate level
269638,codeigniter how to use codeigniter that drives knowledge,web development,all levels,14606,235,150,3.0,codeigniter how to use codeigniter that drives knowledge web development all levels
452684,jquery for beginners create website animations easily,web development,all levels,2971,285,100,3.0,jquery for beginners create website animations easily web development all levels
844458,how to build chat bots from beginner to intermediate,web development,all levels,2814,107,140,2.0,how to build chat bots from beginner to intermediate web development all levels
403604,web development with bootstrap 16 instant themes included,web development,all levels,1355,45,40,3.5,web development with bootstrap 16 instant themes included web development all levels
549094,install a wordpress theme the correct way charge others,web development,all levels,2335,13,20,1.0,install a wordpress theme the correct way charge others web development all levels
59014,coding for entrepreneurs basic,web development,beginner level,161029,279,0,3.5,coding for entrepreneurs basic web development beginner level
45941,the css and css3 crash course,web development,all levels,2051,99,150,13.0,the css and css3 crash course web development all levels
851868,build a business or personal website using wordpress,web development,beginner level,1069,12,200,4.5,build a business or personal website using wordpress web development beginner level
814206,learn by example php for dynamic websites,web development,beginner level,1439,10,50,13.0,learn by example php for dynamic websites web development beginner level
590406,learn reactjs code like a facebook developer,web development,intermediate level,1948,72,20,5.0,learn reactjs code like a facebook developer web development intermediate level
680180,learn to build web apps using d3js,web development,all levels,841,99,40,3.5,learn to build web apps using d3js web development all levels
899492,how to create awesome website and e commerce in 1 hour,web development,all levels,937,4,20,1.0,how to create awesome website and e commerce in 1 hour web development all levels
1056848,joomla for beginners learn how to build a website with cms,web development,beginner level,583,7,95,3.5,joomla for beginners learn how to build a website with cms web development beginner level
846412,learning drupal 8,web development,all levels,577,97,50,9.5,learning drupal 8 web development all levels
336938,learn how to build a web application without coding,web development,beginner level,9364,311,0,0.5333333333333333,learn how to build a web application without coding web development beginner level
375136,rock solid wordpress security secure web development,web development,all levels,5052,92,0,1.5,rock solid wordpress security secure web development web development all levels
602218,mastering javascript,web development,expert level,694,39,95,4.0,mastering javascript web development expert level
1022682,php laravel 5 creating a crud application,web development,all levels,511,12,45,0.55,php laravel 5 creating a crud application web development all levels
968304,xquery basics for beginners,web development,all levels,937,2,40,0.6333333333333333,xquery basics for beginners web development all levels
180547,php development with the laravel framework,web development,all levels,1611,24,50,3.5,php development with the laravel framework web development all levels
1178762,wordpress development themes and plugins complete guide,web development,all levels,103,11,200,5.5,wordpress development themes and plugins complete guide web development all levels
641236,basic javascript build 4 basic javascript projects,web development,beginner level,670,33,40,4.5,basic javascript build 4 basic javascript projects web development beginner level
130168,html and css for beginning web developers,web development,beginner level,1606,28,100,9.0,html and css for beginning web developers web development beginner level
1002210,popular javascript framework learn the language of angular 2,web development,beginner level,260,22,200,11.0,popular javascript framework learn the language of angular 2 web development beginner level
1076424,the ultimate guide to the best wordpress plugins part 1,web development,all levels,122,10,50,10.5,the ultimate guide to the best wordpress plugins part 1 web development all levels
968278,xslt basics for beginners,web development,all levels,877,6,35,0.5333333333333333,xslt basics for beginners web development all levels
50528,the complete wordpress plugin development course 8 plugins,web development,all levels,1215,58,200,2.5,the complete wordpress plugin development course 8 plugins web development all levels
1075808,json crash course for beginners,web development,beginner level,3323,90,45,0.6333333333333333,json crash course for beginners web development beginner level
560996,you can create incredible websites with html css learn how,web development,all levels,11892,50,100,2.5,you can create incredible websites with html css learn how web development all levels
654680,javascript tricks how to create code projects from scratch,web development,all levels,15106,31,75,1.5,javascript tricks how to create code projects from scratch web development all levels
975906,the sass course learn sass for real world websites,web development,all levels,975,141,95,3.5,the sass course learn sass for real world websites web development all levels
951060,web design how to create a website html css bootstrap,web development,beginner level,5263,29,75,2.0,web design how to create a website html css bootstrap web development beginner level
1142202,master angular 4 by example build 7 awesome apps,web development,all levels,596,32,195,8.0,master angular 4 by example build 7 awesome apps web development all levels
159760,create a custom responsive wordpress website for a client,web development,all levels,7517,89,95,4.5,create a custom responsive wordpress website for a client web development all levels
30243,mastering html5 programming the easier way,web development,all levels,21653,138,75,7.0,mastering html5 programming the easier way web development all levels
566910,how to launch your own website builder service,web development,beginner level,9028,87,20,1.5,how to launch your own website builder service web development beginner level
783158,getting started with html,web development,beginner level,7375,52,40,1.5,getting started with html web development beginner level
554384,spring framework 4 java enterprise jee with angularjs,web development,all levels,5177,318,95,13.5,spring framework 4 java enterprise jee with angularjs web development all levels
1027812,build a weather app with ajax using open weather map api,web development,all levels,6548,44,20,4.0,build a weather app with ajax using open weather map api web development all levels
607048,essentials of javascript practice coding exercises tips,web development,beginner level,28125,115,80,2.0,essentials of javascript practice coding exercises tips web development beginner level
704732,learn and earn with html css,web development,all levels,9349,206,20,4.0,learn and earn with html css web development all levels
574876,get started creating websites everything you need provided,web development,beginner level,14260,44,100,3.0,get started creating websites everything you need provided web development beginner level
803378,javascript in action javascript projects,web development,beginner level,7720,58,150,1.5,javascript in action javascript projects web development beginner level
715516,modern web development with laravel 5.2 php framework,web development,all levels,2142,536,120,12.0,modern web development with laravel 5.2 php framework web development all levels
101864,programming for entrepreneurs javascript,web development,beginner level,12873,106,200,2.5,programming for entrepreneurs javascript web development beginner level
682484,create a website from scratch using html css step by step,web development,beginner level,12882,95,75,1.5,create a website from scratch using html css step by step web development beginner level
657734,complete ajax course learn ajax techniques using bootstrap,web development,all levels,12368,89,195,3.5,complete ajax course learn ajax techniques using bootstrap web development all levels
797038,learn jquery by example course,web development,beginner level,8625,94,170,5.0,learn jquery by example course web development beginner level
1099956,bootstrap 4 theme development masterclass,web development,all levels,2641,28,150,0.65,bootstrap 4 theme development masterclass web development all levels
1211800,wordpress theme development for beginners,web development,all levels,1052,14,20,8.0,wordpress theme development for beginners web development all levels
958750,web design creating websites from scratch,web development,beginner level,13920,64,75,2.0,web design creating websites from scratch web development beginner level
515188,html learning the basics intro to html website coding,web development,beginner level,7416,65,20,0.65,html learning the basics intro to html website coding web development beginner level
1172740,learn how to use javascript components with php and symfony,web development,all levels,1822,4,90,2.0,learn how to use javascript components with php and symfony web development all levels
846832,so you think you know javascript,web development,all levels,1010,154,50,6.0,so you think you know javascript web development all levels
943306,learn node.js by building udemy stripe + mailchimp + wistia,web development,all levels,1425,36,110,5.5,learn node.js by building udemy stripe + mailchimp + wistia web development all levels
11153,learn jquery an in depth course for beginners,web development,all levels,7014,95,50,4.5,learn jquery an in depth course for beginners web development all levels
147908,javascript for beginning web developers,web development,beginner level,7785,416,75,4.5,javascript for beginning web developers web development beginner level
688092,jquery create overlay popups from scratch using jquery,web development,all levels,4407,17,50,2.5,jquery create overlay popups from scratch using jquery web development all levels
1047968,vue js 2 from beginner to professional,web development,all levels,602,93,145,15.5,vue js 2 from beginner to professional web development all levels
585496,ultimate angularjs build a real world app from scratch,web development,all levels,1712,438,100,5.5,ultimate angularjs build a real world app from scratch web development all levels
911712,wordpress site migration,web development,all levels,1894,40,20,1.5,wordpress site migration web development all levels
803074,introduction to html course,web development,beginner level,3258,32,20,2.0,introduction to html course web development beginner level
200742,create single page website using twitter bootstrap 3,web development,intermediate level,7449,111,20,1.0,create single page website using twitter bootstrap 3 web development intermediate level
1072248,the all in one web development course,web development,all levels,538,13,85,18.5,the all in one web development course web development all levels
143028,code a responsive website using html5 and css for beginners,web development,beginner level,1271,136,50,7.5,code a responsive website using html5 and css for beginners web development beginner level
173888,angularjs for the real world learn by creating a webapp,web development,all levels,1407,137,115,7.0,angularjs for the real world learn by creating a webapp web development all levels
361620,wordpress tutorial,web development,all levels,2311,8,200,1.5,wordpress tutorial web development all levels
418386,create a real social network like facebook in php + mysql,web development,all levels,1002,178,45,16.5,create a real social network like facebook in php + mysql web development all levels
212398,advanced node.js development,web development,expert level,2565,32,55,3.0,advanced node.js development web development expert level
1097778,asp.net mvc 5 project facebook clone,web development,all levels,210,19,30,5.0,asp.net mvc 5 project facebook clone web development all levels
653852,bootstrap for beginners a basic introduction,web development,beginner level,1186,14,55,0.6666666666666666,bootstrap for beginners a basic introduction web development beginner level
598516,jquery for beginners,web development,all levels,1421,17,20,4.0,jquery for beginners web development all levels
900794,javascript basics for web developers,web development,beginner level,958,14,20,1.0,javascript basics for web developers web development beginner level
564546,learn php from scratch,web development,beginner level,1550,25,50,1.5,learn php from scratch web development beginner level
516064,learn express,web development,intermediate level,1309,60,25,1.5,learn express web development intermediate level
1024844,build a web app with vuejs spring framework and mongodb,web development,all levels,251,32,145,3.5,build a web app with vuejs spring framework and mongodb web development all levels
631754,zend framework 2 learn the php framework zf2 from scratch,web development,all levels,723,130,40,6.5,zend framework 2 learn the php framework zf2 from scratch web development all levels
142666,improved seo with rich snippets and microdata,web development,intermediate level,11026,228,0,1.0,improved seo with rich snippets and microdata web development intermediate level
440006,x theme for wordpress responsive web design without code,web development,all levels,1318,81,20,7.0,x theme for wordpress responsive web design without code web development all levels
857270,become a html and css developer build a responsive site,web development,beginner level,3894,91,0,2.0,become a html and css developer build a responsive site web development beginner level
370752,how to make a wordpress website 2017,web development,all levels,12293,235,0,3.0,how to make a wordpress website 2017 web development all levels
651990,install wordpress,web development,beginner level,1447,35,20,0.6666666666666666,install wordpress web development beginner level
923146,css specialist comprehensive css training,web development,beginner level,487,31,100,6.0,css specialist comprehensive css training web development beginner level
295843,introduction to laravel 4,web development,all levels,9110,411,0,2.5,introduction to laravel 4 web development all levels
1170690,introduction to elm,web development,intermediate level,1519,28,0,1.0,introduction to elm web development intermediate level
603408,learn to freelance with people per hour urdu,web development,all levels,948,48,20,0.6,learn to freelance with people per hour urdu web development all levels
578900,learn wordpress 4 from scratch create awesome websites,web development,all levels,2023,8,75,2.0,learn wordpress 4 from scratch create awesome websites web development all levels
997916,amazon alexa development from beginner to intermediate,web development,all levels,1858,110,140,2.5,amazon alexa development from beginner to intermediate web development all levels
856526,the build a saas app with flask course,web development,all levels,2244,365,40,10.0,the build a saas app with flask course web development all levels
993146,learn json with javascript objects and apis in 1 hour,web development,intermediate level,3619,93,95,1.0,learn json with javascript objects and apis in 1 hour web development intermediate level
63612,1 hour javascript,web development,beginner level,22999,602,200,1.0,1 hour javascript web development beginner level
745468,building an e commerce store using java spring framework,web development,all levels,2743,589,95,14.5,building an e commerce store using java spring framework web development all levels
986406,typescript masterclass free e book,web development,all levels,1229,139,150,7.5,typescript masterclass free e book web development all levels
593544,php mvc framework codeigniter tutorial for beginners project,web development,all levels,3701,508,100,10.5,php mvc framework codeigniter tutorial for beginners project web development all levels
1128560,javascript become higly paid front end developer,web development,beginner level,710,137,105,3.5,javascript become higly paid front end developer web development beginner level
242574,object oriented programming oop in php build an oop site,web development,all levels,6588,721,20,2.0,object oriented programming oop in php build an oop site web development all levels
1109736,beginners introduction to web development,web development,beginner level,7331,55,200,1.5,beginners introduction to web development web development beginner level
982860,django + angularjs for a powerful web application,web development,intermediate level,4463,59,95,5.5,django + angularjs for a powerful web application web development intermediate level
859936,wordpress academy learn wordpress step by step,web development,beginner level,1873,360,150,7.5,wordpress academy learn wordpress step by step web development beginner level
532008,web development essential skills complete html and css,web development,all levels,1388,11,95,7.0,web development essential skills complete html and css web development all levels
783746,byte sized chunks closures in javascript,web development,all levels,1292,2,20,2.0,byte sized chunks closures in javascript web development all levels
595818,laravel account activation project,web development,all levels,1147,19,50,2.5,laravel account activation project web development all levels
774910,wordpress create an amazing website with ease,web development,all levels,1109,13,200,2.5,wordpress create an amazing website with ease web development all levels
447136,mastering the google chrome developer tools,web development,all levels,2002,41,20,0.6666666666666666,mastering the google chrome developer tools web development all levels
525034,kali linux web app testing,web development,all levels,876,48,75,3.0,kali linux web app testing web development all levels
769314,learn ruby programming the easy way lite,web development,all levels,1186,12,20,0.5666666666666667,learn ruby programming the easy way lite web development all levels
574082,web scraping with python ruby import. io,web development,all levels,973,50,75,4.5,web scraping with python ruby import. io web development all levels
770526,sending email with php from basic to advanced,web development,all levels,379,58,40,2.0,sending email with php from basic to advanced web development all levels
510784,wordpress 2016 for beginners build awesome websites,web development,all levels,2177,13,20,4.0,wordpress 2016 for beginners build awesome websites web development all levels
551702,learn to make websites with google s material design lite,web development,all levels,1063,72,20,5.5,learn to make websites with google s material design lite web development all levels
